id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,dataset_split,llama3.3-70b_response,llama3.3-70b_answer,llama3.3-70b_response_parsed,correct_answer,llama3.3-70b_accuracy,llama3.3-70b_bert_scores,llama3.3-70b_bart_scores,llama3.3-70b_alignscore,llama3.3-70b_rougeL,llama3.3-70b_meteor,correct_accuracy,llama3.3-70b_weighted_normalized_score
b57b3bed-fda6-48e7-9af4-f72d5a4687d9,Pegloticase is used in,Chronic gout,Paralytic ileus,Psoriatic ahritis,Rheumatoid ahritis,0,single,"Pegloticase - It is recombinant uricase, an enzyme which oxidises uric acid to highly soluble allantoin, that is easily excreted by kidney. Humans lack this enzyme. In this preparation, the enzyme has been coupled with methoxy polyethylene glycol (mPEG) which serves to prolong its sojourn in the body, permitting i.v. infusion of the drug to be given every 2 weeks. It is indicated only in rare cases of refractory symptomatic gout because it is immunogenic and carries high risk of infusion reactions, including anaphylaxis.",Pharmacology,AIIMS 2019,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Pegloticase is a recombinant uricase enzyme used to treat chronic gout in adults, as it breaks down uric acid. It's specifically indicated for patients with severe, treatment-resistant gout.""
}",A,"Pegloticase is a recombinant uricase enzyme used to treat chronic gout in adults, as it breaks down uric acid. It's specifically indicated for patients with severe, treatment-resistant gout.",A,1.0,0.7887515702454844,0.9676056491858842,0.3302804798629655,0.4251012145748989,0.2547983214521497,1,0.5533074470642766
1f93c541-baaf-40f2-bf91-31be29732da2,Treatment of choice for anaphylactic shock is:,Adrenaline 0.5 mL of 1:1000 solution by intramuscular route,Adrenaline 1 mL of 1:10000 by intravenous route,Atropine 3 mg intravenously,Adenosine 12 mg intravenously,0,single,"DOC is adrenaline.Route is intramuscular > subcutaneous.Dose: 0.5 ml of 1:1000(1mg/ml solution).This dose is repeated once gain within 10 minutes.If it's still not improving; then intravenous 1:10,000 dose is given.",Pharmacology,AIIMS 2017,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Adrenaline is the first-line treatment for anaphylactic shock. The recommended dose is 0.5 mL of 1:1000 solution administered intramuscularly, which helps to rapidly increase blood pressure, relieve bronchospasm, and improve cardiac function.""
}",A,"Adrenaline is the first-line treatment for anaphylactic shock. The recommended dose is 0.5 mL of 1:1000 solution administered intramuscularly, which helps to rapidly increase blood pressure, relieve bronchospasm, and improve cardiac function.",A,1.0,0.6735126327037607,0.8370139143172723,0.3727838038084919,0.7107692307692308,0.49356650144782,1,0.6175292166093151
b8621196-05ba-414e-a112-0b48be3fcd7c,Which of the following diuretic can be given in mild to moderate hypeension?,Potassium sparing diuretic,Osmotic diuretic,Thiazide diuretic,Loop diuretic,2,single,"Ans: C. Thiazide diureticThiazide diuretics :Given in mild to moderate hypeension.Low-dose thiazide diuretics used alone or in combination with other antihypeensive drugs.Safe, efficacious, inexpensive & reduce clinical events. MOA:Inhibits Na/Cl- pump in DCT a Increases sodium excretion.In long term - Acts as vasodilators.Provide additive blood pressure-lowering effects (On combination with beta blockers, ACE-I, ARBs).Drug of Choicein HypeensionConditionDrug of ChoiceHypeensionThiazidesHypeension with BPHPrazosinHypeension with diabetes mellitusACE inhibitorsHypeension with ischemic hea disease (angina)Beta-blockersHypeension with chronic kidney diseaseACE inhibitorsHypeension in pregnancyAlpha-methyldopaHypeensive emergenciesNicardipine + EsmololHypeensive emergencies in cheese reactionPhentolamineHypeensive emergencies in clonidine withdrawalPhentolamineHypeensive emergencies in aoic dissectionNitroprusside + EsmololHypeensive emergencies in pregnancyLabetalol(Ref: Harrison 19/e p1623).",Pharmacology,,validation,"{
    ""Correct answer"": ""C"",
    ""Reasoning"": ""Thiazide diuretics are commonly used in mild to moderate hypertension due to their ability to reduce blood volume and peripheral resistance, making option C the correct choice.""
}",C,"Thiazide diuretics are commonly used in mild to moderate hypertension due to their ability to reduce blood volume and peripheral resistance, making option C the correct choice.",C,1.0,0.4187517557289336,0.6732665385342913,0.39719478249563395,0.2809364548494983,0.09977561192641606,1,0.37398502870695466
cafc0a38-bb29-4271-a180-95433a85392c,Prucalopride drug is ?,5HT4 agonist,5HT2b agonist,5HT2b antagonist,5HT2a agonist,0,single,"Ans. A. 5HT4 agonist* Prucalopride is a drug acting as a selective, high affinity 5-HT4 receptor agonist which targets the impaired motility associated with chronic constipation, thus normalizing bowel movements.* Approved for use in Europe in 2009.* Prucalopride, a first in class dihydro-benzofuran-carboxamide, is a selective, high affinity serotonin (5-HT4) receptor agonist with enterokinetic activities.* Prucalopride alters colonic motility patterns serotonin 5-HT4 receptor stimulation: it stimulates colonic mass movements, which provide the main propulsive force for defecation.* The observed effects are exeed highly selective action on 5-HT4 receptor.* Prucalopride has >150-fold higher affinity for 5-HT4 receptors than for other receptors.",Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Prucalopride is a 5HT4 agonist, which means it acts on the 5-HT4 receptors in the body. This action is primarily used to enhance gastrointestinal motility, making it useful in the treatment of chronic constipation.""
}",A,"Prucalopride is a 5HT4 agonist, which means it acts on the 5-HT4 receptors in the body. This action is primarily used to enhance gastrointestinal motility, making it useful in the treatment of chronic constipation.",A,1.0,0.7122329026172007,0.9743862672323623,1.0,0.406670252824099,0.24334435556191228,1,0.667326755647115
c3b4d610-571b-4e86-be27-d41b8b2efc65,Major determinant of loading dose of a drug is,Half life,Clearance,Volume of distribution,Bioavailability,2,single,LOADING DOSE = Vd * target plasma concentration MAINTENANCE DOSE = Clearance * target plasma concentration,Pharmacology,AIIMS 2018,validation,"{
    ""Correct answer"": ""C"",
    ""Reasoning"": ""The volume of distribution (Vd) is the major determinant of a drug's loading dose, as it affects how the drug distributes throughout the body. A higher Vd requires a larger loading dose to achieve the desired plasma concentration.""
}",C,"The volume of distribution (Vd) is the major determinant of a drug's loading dose, as it affects how the drug distributes throughout the body. A higher Vd requires a larger loading dose to achieve the desired plasma concentration.",C,1.0,0.42152462790544676,0.5945172424604692,0.02333983097796831,0.5701357466063349,0.47414450662795915,1,0.41673239091563563
5891372b-60e8-4a7c-b773-48598b2712e3,All of the following are potentially serious side effects of thioamide group of antithyroid drugs except:,Hepatic dysfunction,Severe rash,Agranulocytosis,Anaphylaxis,3,multi,"Ans: D. Anaphylaxis(Ref. Goodman Gilman 12/e p1149; Katzung 13/e p671, 12/e p688)Adverse effects of anti-thyroid drugs:Most serious reaction: AgranulocytosisMC reaction: Mild, purpuric, uicarial papular rash.Less frequent complications: Pain & stiffness in joints, paresthesias, headache, skin pigmentation & loss of hair.ANCAs in -50% of patients receiving propylthiouracil.Cholestatic jaundice - More common with methimazole than propylthiouracil.Propylthiouracil-associated hepatic failure.",Pharmacology,,validation,"{
    ""Correct answer"": ""D"",
    ""Reasoning"": ""Anaphylaxis is not typically associated with thioamide antithyroid drugs. Agranulocytosis, hepatic dysfunction, and severe rash are known side effects, particularly with medications like methimazole and propylthiouracil.""
}",D,"Anaphylaxis is not typically associated with thioamide antithyroid drugs. Agranulocytosis, hepatic dysfunction, and severe rash are known side effects, particularly with medications like methimazole and propylthiouracil.",D,1.0,0.6148934827244703,0.9506277642137065,0.2005875738793114,0.31952662721893477,0.13382472182324676,1,0.44389203397193394
82356aae-5bd4-4503-acab-5f70c0db6bee,Idiosyncratic side-effects of carbamazepine are all except:,Steven-Johnson syndrome,Agranulocytosis,Rash,Blurred vision,3,multi,"Answer- D. Blurred visionDiplopia (not the blurring of vision) is a dose related side effect of carbamazepine, while others are idiosyncratic, reactions.""The most common dose-related adverse effects of carbamazepine are diplopia and ataxia. The diplopia often occursfirst and may last less than an hour during a paicular time of day",Pharmacology,,validation,"{
    ""Correct answer"": ""D"",
    ""Reasoning"": ""Idiosyncratic side-effects of carbamazepine include rare but severe reactions like Steven-Johnson syndrome, agranulocytosis, and rash. Blurred vision is a dose-related side-effect, not idiosyncratic, making it the exception among the given options.""
}",D,"Idiosyncratic side-effects of carbamazepine include rare but severe reactions like Steven-Johnson syndrome, agranulocytosis, and rash. Blurred vision is a dose-related side-effect, not idiosyncratic, making it the exception among the given options.",D,1.0,0.6361230768292875,0.7660217646771373,0.6138220356522572,0.6127320954907162,0.36184129352197153,1,0.598108053234274
f14171b9-69fe-4e7f-b004-40f2eb8d4b8c,All of these are G2 phase blockers except:,Etoposide,Topotecan,Paclitaxel,Daunorubicin,2,multi,"Ans: C. Paclitaxel(Ref: Goodman Gilman 121e p1708; Katzung 13/e p932, 12Ie p963; KDT 7/e p865)Paclitaxel:Taxane, which act by causing disruption of the cell's microtubule function by stabilizing microtubule formation.Acts on the M-phase of cell division.Binds specifically to the P-tubulin subunit of microtubules and antagonizes the disassembly of this key cvtoskeletal protein, with the result that bundles of micro-tubules and aberrant structures derived from microtubules appear in the mitotic phase of the cell cycle.Arrest in mitosis follows.",Pharmacology,,validation,"{
    ""Correct answer"": ""C"",
    ""Reasoning"": ""Paclitaxel is a G2/M phase blocker, not a G2 phase blocker. It works by stabilizing microtubules, preventing cell division. Etoposide, Topotecan, and Daunorubicin are G2 phase blockers, interfering with DNA replication and cell cycle progression.""
}",C,"Paclitaxel is a G2/M phase blocker, not a G2 phase blocker. It works by stabilizing microtubules, preventing cell division. Etoposide, Topotecan, and Daunorubicin are G2 phase blockers, interfering with DNA replication and cell cycle progression.",C,1.0,0.4926124629604631,0.6020238424892619,0.21568520498957608,0.42990074441687354,0.23944963865533808,1,0.3959343787023025
27a7c775-991f-4c8d-8ba3-3783c3bf92db,All of the following drugs require dose reduction in renal failure except?,Amphotericin B,Vancomycin,Gentamicin,Doxycycline,3,multi,"Those drugs which are secreted in bile do not require dose reduction in renal disease. Doxycycline is secreted in bile, so it is safe in renal failure Drugs (commonly asked) safe in renal diseases include: Safe (Cef): Cefoperazone, Ceftriaxone In The: Tigecycline R: Rifampicin E: Erythromycin N: Nafcillin A: Ampicillin L: Lincosamides (Clindamycin) Disease: Doxycycline",Pharmacology,AIIMS 2018,validation,"{
    ""Correct answer"": ""D"",
    ""Reasoning"": ""Doxycycline is primarily metabolized by the liver and excreted into the bile, thus not requiring dose reduction in renal failure, unlike the other options which are excreted by the kidneys.""
}",D,"Doxycycline is primarily metabolized by the liver and excreted into the bile, thus not requiring dose reduction in renal failure, unlike the other options which are excreted by the kidneys.",D,1.0,0.5444562138430902,0.9537868992194269,0.4069522012951197,0.5131221719457014,0.40013575179010735,1,0.563690647618689
28b7a6ea-c657-4da7-81dc-88457a064655,Which of the following is not used in osteoporosis?,Milnacipran,PTH,Strontium ranelate,Denosumab,0,single,"Ans: A. Milnacipran(Ref. Goodman Gilman 12/e p1299; Katzung 13/e p761-762, 12/e p775; Harrison 19/e p2493, 18/c' p3120; Apley 9/e p /3 I-133)Milnacipran:Serotonin-norepinephrine reuptake inhibitor (SNRI).Approved for treatment of pain in fibromyalgia, not in osteoporosis.Drugs useful in OsteoporosisInhibit Bone ResorptionStimulates Bone Both actionBisphosphonates: Alendronate, risedronate & etidronateCalcium receptor agonist: CinacalcetCalcitoninSERMs: Tamoxifen, raloxifeneGallium nitrateRANKL inhibitors: DonesumabTeriparatideCalciumCalcitriolFluorideStrontium ranelate",Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Milnacipran is an antidepressant, not used in osteoporosis treatment. Options B, C, and D are used to treat osteoporosis: PTH (parathyroid hormone) regulates bone formation, Strontium ranelate has anti-resorptive and formation effects, and Denosumab inhibits osteoclast formation.""
}",A,"Milnacipran is an antidepressant, not used in osteoporosis treatment. Options B, C, and D are used to treat osteoporosis: PTH (parathyroid hormone) regulates bone formation, Strontium ranelate has anti-resorptive and formation effects, and Denosumab inhibits osteoclast formation.",A,1.0,0.3627122038478672,0.744235337739096,0.8359689767852331,0.32002902757619744,0.213782701281181,1,0.49534564944591486
a30f9a2b-52f0-4880-980d-d56de2a88910,"Among the following propeies of dopamine, which of them is not helpful in acute shock?",Alpha-1 agonist action leading to peripheral vasoconstriction,Increase in renal perfusion due to agonist action on DI receptors,Releases noradrenaline and causes positive inotropic effect,Direct action on hea beta-1 receptors,1,single,"Ans: B. Increase in renal perfusion due to agonist action on DI receptors(Ref: Goodman Gilman 13Ie p1062, 12/e p355; KDT 71e p134, 6Ie p507)Dopamine at low concentrations (2 to 5 mug/kg per minute) primarily acts on vascular D, receptors, especially in the renal, mesenteric, and coronary beds.Increased renal perfusion caused by dopamine due to DI agonism (at low doses) doesn't improves survival in acute shock.",Pharmacology,,validation,"{
    ""Correct answer"": ""B"",
    ""Reasoning"": ""In acute shock, increasing renal perfusion (option B) may not be immediately helpful as the primary goal is to restore systemic blood pressure and perfusion of vital organs. Options A, C, and D all contribute to increasing blood pressure and cardiac output, which are critical in managing acute shock.""
}",B,"In acute shock, increasing renal perfusion (option B) may not be immediately helpful as the primary goal is to restore systemic blood pressure and perfusion of vital organs. Options A, C, and D all contribute to increasing blood pressure and cardiac output, which are critical in managing acute shock.",B,1.0,0.47846606468423997,0.6250053786032994,0.2698128441223843,0.40384615384615374,0.3385801646224473,1,0.42314212117570493
5aeb3b7a-9012-4472-a233-740ba0f1dac5,Which of the following disease modifying anti-rheumatoid drugs acts by increasing extracellular adenosine?,Leflunomide,Hydroxychloroquine,Azathioprine,Methotrexate,3,single,"Answer-D. Methotrexate""Methotrexate is the DMARD of choicefor the treatment of RA and is the anchor drug for most combination therapies.At the dosages ased for lhe treatment of RA, methotrexale has been shown to stimulate adenosine release from cells, producing an anti-inflammatory effect.Methotrexate (MTX) is a folic acid analog that binds with high affinity to the active catalytic site of dihydrofolate reductase (DHFR).",Pharmacology,,validation,"{
    ""Correct answer"": ""D"",
    ""Reasoning"": ""Methotrexate acts by increasing extracellular adenosine, which has anti-inflammatory effects. Adenosine inhibits inflammatory cell activation and promotes apoptosis, contributing to its disease-modifying effects in rheumatoid arthritis.""
}",D,"Methotrexate acts by increasing extracellular adenosine, which has anti-inflammatory effects. Adenosine inhibits inflammatory cell activation and promotes apoptosis, contributing to its disease-modifying effects in rheumatoid arthritis.",D,1.0,0.6132004030957446,0.7561899603108508,0.5631685861070068,0.3060728744939271,0.1458344521521355,1,0.47689325523193304
fbaace6c-2dbd-458f-a1b6-8e831e7811fa,Which of these statements depicts vasomotor reversal of Dale?,Propranolol followed by adrenaline,Propranolol followed by noradrenaline,Decrease in hea rate on adrenaline administration after phentolamine has been given,Noradrenaline followed by propranolol,2,multi,"Ans: C. Decrease in hea rate on adrenaline administration after phentolamine has been given (Ref: KDT 7/e e p131, 140).This was first demonstrated by Sir HH Dale (1913) and is called vasomotor reversal of Dale.Blockade of vasoconstrictor alpha-1 (also alpha-2) receptors reduces peripheral resistance and causes pooling of blood in capacitance vessels a venous return and cardiac output are reduced a Fall in BP.Postural reflex is interfered with a marked hypotension occurs on standing a dizziness and syncope. Hypovolemia accentuates the hypotension.Decrease in hea rate on adrenaline administration after phentolamine has been given depicts vasomotor reversal of Dale.The alpha-blocker abolishes the pressor action of adrenaline (injected IV in animals), which then produces only fall in BP due to beta-2 mediated vasodilatation.",Pharmacology,,validation,"{
    ""Correct answer"": ""C"",
    ""Reasoning"": ""Vasomotor reversal of Dale occurs when alpha-adrenergic receptors are blocked, causing adrenaline to induce vasodilation instead of vasoconstriction. This is seen as a decrease in heart rate on adrenaline administration after phentolamine (an alpha-blocker) has been given, making option C the correct choice.""
}",C,"Vasomotor reversal of Dale occurs when alpha-adrenergic receptors are blocked, causing adrenaline to induce vasodilation instead of vasoconstriction. This is seen as a decrease in heart rate on adrenaline administration after phentolamine (an alpha-blocker) has been given, making option C the correct choice.",C,1.0,0.6211370518073757,0.7668752325039566,0.9876821615523766,0.6057692307692308,0.4137602352150014,1,0.6790447823695882
5fecb77f-66cc-4650-8201-3759bda2a213,"A drug X was given continuous intravenous infusion at 1.6 mg/min. The clearance of the drug is 640 mL/min. With a half-life of 1.8 hours, what would be the steady state plasma concentration of drug?",0.002 mg/mL,0.004 trig/mL,2.88 mg/mL,3.55 mg/mL,0,single,Answer- A. 0.002 mg/mLCpss is directly propoional to the dose rate & inversely propoional to the clearance of drug.Cpss = Dose rate/clearanceDose rate= 1.6 mgiml; Clearance= 640 ml/minCpss = 1.61640 = 0.0025 mg/ml = 0.002 mg/ml,Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""At steady state, the infusion rate equals the clearance rate. The steady state concentration (Css) is calculated as infusion rate / clearance. Css = 1.6 mg/min / 640 mL/min = 0.0025 mg/mL, which is closest to option A. This calculation assumes that the volume of distribution is not required for the answer.""
}",A,"At steady state, the infusion rate equals the clearance rate. The steady state concentration (Css) is calculated as infusion rate / clearance. Css = 1.6 mg/min / 640 mL/min = 0.0025 mg/mL, which is closest to option A. This calculation assumes that the volume of distribution is not required for the answer.",A,1.0,0.7318239758176277,0.6744471949206777,0.08666221252119763,0.7141700404858299,0.38278502871732395,1,0.5179776904925314
2b110e57-8338-4189-86e2-cbea7d761c30,A diabetic patient presented with uncontrolled blood sugar level. He has history of pancreatitis and family history of urinary bladder carcinoma. He does not want to take injectable drugs. Which of the following drug can be added to control his blood sugar?,Liraglutide,Sitagliptin,Canagliflozin,Pioglitazone,2,single,"Linaglutide(-ide) is a peptide, so not given orally. It is a GLP 1(incretin) analogue and it can cause pancreatitis.Sitagliptin is a DPP 4(dipeptidyl peptidase 4) inhibitor; can cause pancreatitis.Pioglitazone(PPAR- gamma agonist) can cause urinary bladder carcinoma; so can't be given.So, canagliflozin (SGLT 2 inhibitor) can be added.",Pharmacology,AIIMS 2017,validation,"{
    ""Correct answer"": ""B"",
    ""Reasoning"": ""Sitagliptin is an oral DPP-4 inhibitor, suitable for a patient who doesn't want injectables. It's a better choice given the patient's history of pancreatitis, as it has a lower risk of pancreatitis compared to other options like Liraglutide, and no increased risk of bladder cancer like Pioglitazone.""
}",B,"Sitagliptin is an oral DPP-4 inhibitor, suitable for a patient who doesn't want injectables. It's a better choice given the patient's history of pancreatitis, as it has a lower risk of pancreatitis compared to other options like Liraglutide, and no increased risk of bladder cancer like Pioglitazone.",C,0.0,0.7349242408741251,0.7559769817434433,0.1554387311957239,0.3657474600870828,0.27943846518115306,1,0.4583051758163056
8788091c-a8ef-4155-a7a3-8e85d643f856,"A patient presented with acute exacerbation of bronchial asthma. Salbutamol inhalation didn't improve the condition of the patient. So, intravenous coicosteroids and aminophylline were added and the condition improved. What is the mechanism of action of coicosteroids in this condition?",They cause bronchodilatation when given with xanthines,They increase bronchial responsiveness to salbutamol,They increase the action of aminophylline on adenosine receptors,They increase the mucociliary clearance,1,single,"Ans. b. They increase bronchial responsiveness to salbutamol Coicosteroids has a dual effect in acute asthma with an early facilitator effect on airway beta-2 adrenoreceptor sensitivity and a later effect on airway inflammation, which fuher emphasizes the need fir coicosteroids to he administered as early as possible during an acute asthma attack.""he molecular mechanism of action of coicosteroids involves several effects on the inflammatory process. The major effect of coicosteroids is to switch off the transcription of multiple activated genes that encode inflammatory proteins such as cytokines, chemokines, adhesion molecules, and inflammatory enzymes. This effect involves several mechanisms, including inhibition of the transcription factor NF-KB, but an impoant mechanism is recruitment of HDAC2 to the inflammatory gene complex, which reverses the histone acetylation associated with increased gene transcription. Coicosteroids also activate anti-inflammatory genes, such as mitogen-activated protein (MAP) kinase phosphatase-1, and increase the expression of IQ-receptors. Most of the metabolic and endocrine side effects of coicosteroids are also mediated through transcriptional activation.",Pharmacology,,validation,"{
    ""Correct answer"": ""B"",
    ""Reasoning"": ""Corticosteroids reduce inflammation and increase bronchial responsiveness to beta-2 agonists like salbutamol, explaining the improved condition.""
}",B,"Corticosteroids reduce inflammation and increase bronchial responsiveness to beta-2 agonists like salbutamol, explaining the improved condition.",B,1.0,0.654050279180154,0.8322192131336407,0.454615180205901,0.18238213399503705,0.05281977830148489,1,0.43521731696324356
d42801fb-0724-4137-b72a-3eb0d50fc9f1,Which of the following is a schedule X drug?,Thalidomide,Colistin,Ketamine,Halothane,2,single,"Ans. C. Ketamine* The following are the Schedule X drugs mentioned in the Drugs and Cosmetics Rules 1945: Amobarbital, Amphetamine, Barbital, Cyclobarbital, Dexamphetamine, Ethchlorvynol, Glutethimide, Meprobamate, Methamphetamine, Methylphenidate, Methylphenobarbital, Phencyclidine, Phenmetrazine, Secobarbital.",Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Thalidomide is a schedule X drug due to its potential for severe birth defects, strict controls are in place. It's used under strict regulations for conditions like multiple myeloma.""
}",A,"Thalidomide is a schedule X drug due to its potential for severe birth defects, strict controls are in place. It's used under strict regulations for conditions like multiple myeloma.",C,0.0,0.2732936811658193,0.4836995601173435,0.030891449540279125,0.31265508684863524,0.23889380728454823,1,0.2678867169913251
17ca6005-346f-4f14-b1a3-430d3667d7f0,Black deposits on conjunctiva in a patient with glaucoma are seen with the use of:,Prostaglandins,Carbonic anhydrase inhibitors,Epinephrine,Beta blocker,2,single,"Ans: C. Epinephrine(Ref: Goodman Gilman 12/e p286, 326; Katzung 13/e p161, 12/e p160; The Cornea by Smolin and Thoft's/p504)Black deposits on conjunctiva in a patient with glaucoma are seen with use of epinephrine. Latanoprost is associated with iris hyperpigmentation.Epinephrine is unstable in alkaline solution; when exposed to air or light, it turns pink from oxidation to adrenochrome and then brown from formation of polymers.",Pharmacology,,validation,"{
    ""Correct answer"": ""C"",
    ""Reasoning"": ""Epinephrine can cause adrenochrome deposits, which appear as black pigmentation on the conjunctiva, especially in patients with glaucoma who use epinephrine eye drops for prolonged periods.""
}",C,"Epinephrine can cause adrenochrome deposits, which appear as black pigmentation on the conjunctiva, especially in patients with glaucoma who use epinephrine eye drops for prolonged periods.",C,1.0,0.6484680380400613,0.9124148238732215,0.5468472005454559,0.4945054945054945,0.2231873158478101,1,0.5650845745624087
524d41bf-ef51-49b4-8662-dcaf2c2798fb,A diabetic and hypeensive patient taking several drugs presented with septicemia. Serum creatinine levels are 5.7 mg/dL. Which of the following drug should be stopped?,Insulin,Metoprolol,Linagliptin,Metformin,3,single,Serum creatinine levels are raised indicating renal failure. In renal failure and hepatic failure --> Metformin is C/I as it |ses the risk of developing lactic acidosis. Contraindicated in patients with an eGFR below 30 mL/minute/1.73 m2. eGFR should be measured annually for patients taking metformin therapy. eGFR is preferred over serum creatinine concentration to assess renal function for a person taking metformin therapy Linagliptin is a DPP-4 inhibitor. Metoprolol is a b blocker.,Pharmacology,AIIMS 2017,validation,"{
    ""Correct answer"": ""D"",
    ""Reasoning"": ""Metformin should be stopped due to the patient's elevated serum creatinine levels, indicating impaired renal function. Metformin is contraindicated in renal impairment due to the risk of lactic acidosis.""
}",D,"Metformin should be stopped due to the patient's elevated serum creatinine levels, indicating impaired renal function. Metformin is contraindicated in renal impairment due to the risk of lactic acidosis.",D,1.0,0.8120112596236159,1.0,0.8936942418291405,0.5384615384615385,0.5061470070229315,1,0.7500628093874453
c2966f39-a3e7-464d-9048-937bf330c794,Antimalarial drug used for causal prophylaxis act at which stage of developmental cycle,Gametogony,Erythrocytic schizogony,Pre-erythrocytic schizogony,Exo-erythrocytic schizogony,2,single,Ans. C. Pre-erythrocytic schizogonyPre-erythrocytic schizogony* Occurs inside the parenchymal cells of liver.* Merozoites are liberated into blood.* Drugs acting on this stage will prevent infection of RBC and clinical attack of malaria causal prophylaxis.* Drugs are* Proguanil & Tetracycline - for falciparum.,Pharmacology,,validation,"{
    ""Correct answer"": ""C"",
    ""Reasoning"": ""Causal prophylaxis targets the pre-erythrocytic stage, preventing the parasites from entering the erythrocytic cycle. Drugs like proguanil and atovaquone act at this stage, inhibiting parasite development before it reaches the bloodstream, thus preventing malaria infection.""
}",C,"Causal prophylaxis targets the pre-erythrocytic stage, preventing the parasites from entering the erythrocytic cycle. Drugs like proguanil and atovaquone act at this stage, inhibiting parasite development before it reaches the bloodstream, thus preventing malaria infection.",C,1.0,0.5668893284140443,0.6933854807558046,0.3854934600165168,0.5591715976331361,0.4113987060905053,1,0.5232677145820014
407d4eec-cf0b-460c-bcdb-cf0081ec8c5d,Methacholine acts at which receptor?,M1,M2,M3,M4,1,single,"Ans: B. M2Methacholine is an M2 receptor agonist.ParameterM1M2M3Agonists (Relatively selective)Oxotremorine, MCN-343AMethacholineBethanecholAntagonists (Relatively selective)Pirenzepine, TelenzepineMethoctramine, TripitramineDarifenacin, Solifenacin",Pharmacology,,validation,"{
    ""Correct answer"": ""B"",
    ""Reasoning"": ""Methacholine acts at M2 muscarinic receptors, found in the heart, causing a decrease in heart rate. It is a non-selective muscarinic agonist but has a preference for M2 receptors.""
}",B,"Methacholine acts at M2 muscarinic receptors, found in the heart, causing a decrease in heart rate. It is a non-selective muscarinic agonist but has a preference for M2 receptors.",B,1.0,0.35768368917241344,0.7032296194246245,0.17223029390944933,0.29076923076923084,0.2652018635127184,1,0.35782293935768733
0ba46472-54a7-4bb9-9802-a0546e24cede,A bank employee felt depressed with no interest in activities came to AIIMS OPD. He was staed on Escitalopram. Which of these adverse effects cannot be explained with escitalopram?,Vivid dreaming,Anorgasmia,Sialorrhea,Nausea,2,single,"Ans. C. SialorrheaEscitalopram belongs to a class of drugs known as selective serotonin reuptake inhibitors (SSRI).Improves your energy levels and feelings of well-being and decrease nervousness.Used to treat depression and anxiety.MOA: Works by helping to restore the serotonin balance in the brain.S/E:Headache, Nausea, Ejaculation disorder, Somnolence, Insomnia, Dry mouth, Constipation, Fatigue, Libido decreased, Inability to achieve orgasm, Gas (flatulence), Toothache, Weight gain, Menstrual disorder, Neck/shoulder pain, Runny nose & Flu-like syndrome.",Pharmacology,,validation,"{
    ""Correct answer"": ""C"",
    ""Reasoning"": ""Escitalopram is an SSRI, known for side effects like vivid dreaming, anorgasmia, and nausea. However, sialorrhea (excessive salivation) is not a common or expected side effect of escitalopram, making it the option that cannot be explained by escitalopram use.""
}",C,"Escitalopram is an SSRI, known for side effects like vivid dreaming, anorgasmia, and nausea. However, sialorrhea (excessive salivation) is not a common or expected side effect of escitalopram, making it the option that cannot be explained by escitalopram use.",C,1.0,0.4645917243381298,0.7240265245880555,0.1302637016353375,0.20534550195567147,0.19542556205346212,1,0.34393060291413124
fc3d5863-8850-4136-8bf9-8f7bb80ca2cb,Which of the following is not true for rifabutin as compared to rifampicin?,Rifabutin has the longer half-life than rifampicin,Rifabutin has lesser incidence of drug-interactions,Rifabutin is more efficacious against MAC as compared to rifampicin,Rifabutin is more efficacious for pulmonary TB as compared to rifampicin,3,multi,"Ans: D. Rifabutin is more efficacious for pulmonary TB as compared to rifampicin(Ref Goodman Gilman 12/e p1550, 1552, 1554, 1568; Katzung 12/e p845)Rifabutin:Stronger activity against Mycobacterium avium complex (compared to rifampicin).Ineffective against Mycobacterium tuberculosis. RifabutinRifampicin (Rifampin)RifapentineProtein binding 718597Oral 2068deg-tmax (hours)2.5-4.01.5-2.05.0-6.0degHalf-life (hours)32-67deg2-5deg14-18Intracellular/extracellular9524-60degAutoinduction40%deg38%20%CYP3A inductionWeakPronouncedModerateCYP3A substrateYesdegNoNo",Pharmacology,,validation,"{
    ""Correct answer"": ""D"",
    ""Reasoning"": ""Rifabutin is not more efficacious for pulmonary TB than rifampicin. Rifampicin is a key drug in TB treatment due to its potent bactericidal activity. Rifabutin is used as an alternative, especially in HIV patients, due to its lesser enzyme-inducing potential and efficacy against Mycobacterium avium complex (MAC).""
}",D,"Rifabutin is not more efficacious for pulmonary TB than rifampicin. Rifampicin is a key drug in TB treatment due to its potent bactericidal activity. Rifabutin is used as an alternative, especially in HIV patients, due to its lesser enzyme-inducing potential and efficacy against Mycobacterium avium complex (MAC).",D,1.0,0.5713518226715966,0.8747441691467873,0.1528091672369273,0.5294117647058825,0.5354718123533789,1,0.5327577472229146
