id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,prompt,llama_response
e1cf7219-d88d-46d2-b1bb-5b1ee155fa99,The drug of choice in digitalis induced ventricular arrhythmias is:,I.V. Lignocaine,Phenytoin,Quinidine,Procainamide,0,single,(IV Lignocaine): Ref: 463-KDT (514-KDT 6th)Treatment of digitalis induced ventricular arrhythmias* Lignocaine IV repeated as required is the drug of choice. It suppresses the excessive automaticity but does not accentuate A V block* Phenytoin is also useful but not preffered now (sudden death occurs)* Quinidine and procainamide are contraindicated.,Pharmacology,C.V.S,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            The drug of choice in digitalis induced ventricular arrhythmias is:

            Options:
            A) I.V. Lignocaine
            B) Phenytoin
            C) Quinidine
            D) Procainamide","{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""The correct answer is A) I.V. Lignocaine. Digitalis-induced ventricular arrhythmias are a result of the toxic effects of digitalis glycosides, such as digoxin. Lignocaine is the drug of choice for treating digitalis-induced ventricular arrhythmias because it has been shown to be effective in suppressing these arrhythmias. Lignocaine works by blocking sodium channels and reducing the automaticity of the ventricles, which helps to reduce the incidence of ventricular arrhythmias. Additionally, lignocaine has a rapid onset of action and a short duration of action, making it an ideal agent for emergent situations. Phenytoin (option B) can exacerbate digitalis toxicity, so it is contraindicated in this situation. Quinidine (option C) and procainamide (option D) are Class Ia antiarrhythmic agents that can also worsen digitalis toxicity and are not recommended for treating digitalis-induced ventricular arrhythmias.""
}"
5fb4705e-3b44-41da-ad08-25688404bdab,"A 70 - year- old man was administered penicilline intravenously. Within 5 minutes, he developed genralised urticaria, swelling of lips, hypotension and bronchospasm. The first choice of treatment is to administer:",chlorphenitramine inj.,Epinephrine inj.,High dose hydrocortisone tablet,nebulised salbutamol,1,single,"Ans. is 'b' i.e. epinephrine injection Urticaria, swelling of lips, hypotension and bronchospasm within 5 minutes of i.v penicillin suggests anaphylactic reaction. It's a major problem with the use of penicillin.The t/t of choice for anaphylaxis is i.v epinephrine.",Pharmacology,Penicillin & Cephalosporin,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            A 70 - year- old man was administered penicilline intravenously. Within 5 minutes, he developed genralised urticaria, swelling of lips, hypotension and bronchospasm. The first choice of treatment is to administer:

            Options:
            A) chlorphenitramine inj.
            B) Epinephrine inj.
            C) High dose hydrocortisone tablet
            D) nebulised salbutamol","{
""Correct answer"": ""B"",
""Reasoning"": ""The patient is experiencing a severe allergic reaction, also known as anaphylaxis, which is a life-threatening medical emergency. The symptoms of generalized urticaria, swelling of lips, hypotension, and bronchospasm are classic signs of anaphylaxis. In this scenario, the first choice of treatment is to administer epinephrine injection (option B). Epinephrine is the drug of choice for anaphylaxis because it rapidly reverses the life-threatening symptoms by constricting blood vessels, increasing blood pressure, and relaxing bronchial smooth muscle. It also has a rapid onset of action, which is essential in anaphylaxis.

Chlorpheniramine (option A) is an antihistamine that can be used to treat mild allergic reactions, but it is not the first choice for anaphylaxis. High-dose hydrocortisone tablets (option C) may be used in anaphylaxis, but they take longer to act and are not effective in reversing the acute symptoms. Nebulised salbutamol (option D) is a bronchodilator that may be used to treat bronchospasm, but it is not the primary treatment for anaphylaxis.

Epinephrine injection should be administered intramuscularly in the mid-outer thigh, and the patient should be monitored closely for signs of improvement or deterioration. Additional treatment, such as antihistamines, corticosteroids, and bronchodilators, may be given after the initial epinephrine injection.""
}"
7217ed20-27bf-4bf1-84d2-6ddb18022234,Rituximab is a monoclonal antibody used for treatment of:-,Non-Hodgkin's lymphoma,Gastrointestinal Stromal Tumors,Chronic Myeloid Leukemia,Acute Myeloid Leukemia,0,single,Rituximab is a monoclonal antibody against CD20. It is used for treatment of: Non-Hodgkin lymphoma Chronic lymphoid leukemia Rheumatoid ahritis SLE Auto-immune hemolytic anemia Idiopathic thrombocytopenic purpura,Pharmacology,Targeted Anticancer Drugs and Immunosuppressants,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Rituximab is a monoclonal antibody used for treatment of:-

            Options:
            A) Non-Hodgkin's lymphoma
            B) Gastrointestinal Stromal Tumors
            C) Chronic Myeloid Leukemia
            D) Acute Myeloid Leukemia","{
""Correct answer"": ""A"",
""Reasoning"": ""Rituximab is a monoclonal antibody that targets the protein CD20, which is expressed on the surface of B cells. It is primarily used to treat non-Hodgkin's lymphoma (NHL), specifically B-cell NHL. Rituximab works by binding to CD20, leading to the depletion of B cells, which helps to reduce the tumor burden in NHL patients. It is commonly used in combination with chemotherapy to treat various types of NHL, including follicular lymphoma, diffuse large B-cell lymphoma, and mantle cell lymphoma. The other options are not correct because rituximab is not typically used to treat gastrointestinal stromal tumors (B), chronic myeloid leukemia (C), or acute myeloid leukemia (D).""
}"
99f5d0ae-9123-44a6-a1c1-7eda87aba41b,Which is NOT a third generation Cephalosporin,Ceftriaxone,Cefotaxime,Ceftizoxime,Cefuroxime,3,single,"Ans. is 'd' i.e., Cefuroxime Third generation cephalosporins include Parenteral OralCefotaxime - CefiximeCeftizoxime - Cefpodoxime proxetilCeftriaxone - CefdinirCeftazidime - Ceftibuten Cefoperazone Also knowFourth generation cephalosporinsCefepimeCefaparole",Pharmacology,Anti Microbial,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Which is NOT a third generation Cephalosporin

            Options:
            A) Ceftriaxone
            B) Cefotaxime
            C) Ceftizoxime
            D) Cefuroxime","{
    ""Correct answer"": ""D"",
    ""Reasoning"": ""Cefuroxime is a second-generation cephalosporin, not a third-generation cephalosporin. The correct third-generation cephalosporins among the options are Ceftriaxone, Cefotaxime, and Ceftizoxime. Third-generation cephalosporins are characterized by their improved spectrum of activity against Gram-negative bacteria, including Pseudomonas aeruginosa, and their increased resistance to beta-lactamases. Cefuroxime, on the other hand, is a second-generation cephalosporin that has a narrower spectrum of activity and is more susceptible to beta-lactamases.""
}"
0a1b9d20-8102-4e64-a537-5cc6068abea5,Which of the following about phenytoin is true ?,It follows zero order kinetics,Not an hepatic enzyme inducer,It is excreted unchanged in urine,It is not teratogenic,0,multi,"Ans. is 'a' i.e., It follows zero order kinetics Phenytoin is metabolized in liver by hydroxylation and glucuranide conjugation (option 'c' is incorrect) o This drug follows saturation kinetics (kinetics changes from first order to zero order within therapeutic concentrations) Phenytoin is an enzyme inducer and induces the metabolism of many drugs. Phenytoin is a known teratogenic and produces fetal hydantoin syndrome.",Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Which of the following about phenytoin is true ?

            Options:
            A) It follows zero order kinetics
            B) Not an hepatic enzyme inducer
            C) It is excreted unchanged in urine
            D) It is not teratogenic","{
""Correct answer"": ""A"",
""Reasoning"": ""Phenytoin follows zero-order kinetics at high concentrations. This is because the enzyme system responsible for its metabolism, specifically the cytochrome P450 enzyme CYP2C9, becomes saturated at high concentrations, resulting in a constant rate of metabolism regardless of the dose. This leads to a non-linear relationship between dose and plasma concentration. At low concentrations, phenytoin follows first-order kinetics, but as the concentration increases, the enzyme system becomes saturated, and the kinetics switch to zero-order. This unique property of phenytoin is important for clinicians to understand, as small changes in dose can lead to large changes in plasma concentration, potentially resulting in toxic effects.""
}"
c939bbeb-af27-43ec-8ad1-d7f70f5543eb,Preferred fluoroquinolone against m. leprae is -,Ofloxacin,Pefloxacin,Ciprofloxacin,Moxifloxacin,0,single,"Ans. is 'a' i.e., Ofloxacin Drugs acting on M. leprae* Established agents used to treat leprosy include dapsone (50-100 mg/d), clofazimine (50-100 mg/d, 100 mg three times weekly, or 300 mg monthly), and rifampin (600 mg daily or monthly. Of these drugs, only rifampin is bactericidal.* The sulfones (folate antagonists), the foremost of which is dapsone, were the first antimicrobial agents found to be effective for the treatment of leprosy and are still the mainstay of therapy.* Other antimicrobial agents active against M. leprae in animal models and at the usual daily doses used in clinical trials include ethionamide/prothionamide; the aminoglycosides streptomycin, kanamycin, and amikacin (but not gentamicin or tobramycin); minocycline; clarithromycin; and several fluoroquinolones, particularly preferred is ofloxacin.* Next to rifampin, minocycline, clarithromycin, and ofloxacin appear to be most bactericidal for M. leprae, but these drugs have not been used extensively in leprosy control programs. Most recently, rifapentine and moxifloxacin have been found to be especially potent against M. leprae in mice. In a clinical trial in lepromatous leprosy, moxifloxacin was profoundly bactericidal, matched in potency only by rifampin.",Pharmacology,Anti Microbial,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Preferred fluoroquinolone against m. leprae is -

            Options:
            A) Ofloxacin
            B) Pefloxacin
            C) Ciprofloxacin
            D) Moxifloxacin","{
""Correct answer"": ""A"",
""Reasoning"": ""The correct answer is A) Ofloxacin. Ofloxacin is the preferred fluoroquinolone against Mycobacterium leprae (M. leprae), which is the causative agent of leprosy. This is because ofloxacin has been shown to have potent antibacterial activity against M. leprae, and its long half-life allows for once-daily dosing, making it a convenient treatment option for leprosy patients. Additionally, ofloxacin has been used in combination with rifampicin and clofazimine to treat multibacillary leprosy, and this regimen has been shown to be effective in reducing the bacterial load and alleviating symptoms. While other fluoroquinolones, such as ciprofloxacin and moxifloxacin, also have antibacterial activity, ofloxacin is specifically preferred for its activity against M. leprae.""
}"
aa99ff73-6f36-4c45-a44a-86a3bbf319fb,Local anaesthetics :,Block the release of neurotransmitters,Block the influx of sodium into the cell,Increase the release of inhibitory neurotransmitters,Inhibit the efflux of sodium from neurons,1,single,,Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Local anaesthetics :

            Options:
            A) Block the release of neurotransmitters
            B) Block the influx of sodium into the cell
            C) Increase the release of inhibitory neurotransmitters
            D) Inhibit the efflux of sodium from neurons","{
""Correct answer"": ""B"",
""Reasoning"": ""The correct answer is option B) Block the influx of sodium into the cell. Local anesthetics work by blocking the influx of sodium ions into the neuronal cell, which prevents the generation of action potentials. This is because sodium channels are essential for the depolarization of neurons, and blocking them prevents the nerve from firing. Local anesthetics, such as lidocaine and tetracaine, bind to specific receptors on the sodium channel, altering its conformation and preventing the influx of sodium ions. This results in a decrease in the excitability of the neuron, leading to numbness and loss of sensation. Option A is incorrect because local anesthetics do not block the release of neurotransmitters. Option C is also incorrect because local anesthetics do not increase the release of inhibitory neurotransmitters. Option D is incorrect because local anesthetics do not inhibit the efflux of sodium from neurons. Instead, they block the influx of sodium into the neuron.""
}"
2a60f39a-e630-4fe9-9836-6a32f37d3809,Elaboration of inactivating enzymes are the impoant mechanism of drug resistance among all of these antibiotics except,Quinolone,Pencillin,Chloramphenicol,Aminoglycoside,0,multi,Refer KDT 6/e p688 Resistance to fluoroquinolone is mediated by mutation in DNA gyrase,Pharmacology,Chemotherapy,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Elaboration of inactivating enzymes are the impoant mechanism of drug resistance among all of these antibiotics except

            Options:
            A) Quinolone
            B) Pencillin
            C) Chloramphenicol
            D) Aminoglycoside","{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""The correct answer is A) Quinolone. 

Quinolones are a class of antibacterial agents that target DNA gyrase and topoisomerase IV, which are essential enzymes involved in DNA replication. Resistance to quinolones primarily occurs through mutations in the target enzymes, such as point mutations in the gyrA and parC genes, rather than through the elaboration of inactivating enzymes. 

On the other hand, the other options are all susceptible to inactivating enzymes as a mechanism of resistance. Beta-lactamases, such as penicillinases, are enzymes that can break down the beta-lactam ring of penicillins, rendering them ineffective. This is a common mechanism of resistance to penicillins (Option B). 

Chloramphenicol acetyltransferase is an enzyme that can inactivate chloramphenicol by acetylating it, leading to resistance (Option C). 

Aminoglycosides, such as gentamicin and tobramycin, can be inactivated by enzymes that modify or destroy the drug, such as aminoglycoside-modifying enzymes (Option D). 

Therefore, quinolones are the exception among these antibiotics, as elaboration of inactivating enzymes is not a primary mechanism of resistance.""
}"
b59118d8-34fc-4814-935c-523da1791c48,Dobutamine differs from dopamine in that,It has good blood-brain barrier penetrability,It causes pronounced tachycardia,It does not activate adrenergic b receptors,It does not activate peripheral dopaminergic receptors,3,single,"Dopamine (DA):- It is a dopaminergic (D1 and D2) as well as adrenergic a and b1 (but not b2) agonist. Dobutamine:- A derivative of DA, but not a D1 or D2 receptor agonist. Though it acts on both a and b adrenergic receptors. Ref:- kd tripathi; pg num:-134",Pharmacology,Autonomic nervous system,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Dobutamine differs from dopamine in that

            Options:
            A) It has good blood-brain barrier penetrability
            B) It causes pronounced tachycardia
            C) It does not activate adrenergic b receptors
            D) It does not activate peripheral dopaminergic receptors","{
""Correct answer"": ""D"",
""Reasoning"": ""Dobutamine differs from dopamine in that it does not activate peripheral dopaminergic receptors. Dobutamine is a synthetic catecholamine that acts as a β1-adrenergic receptor agonist, increasing contractility and heart rate. It is used to treat acute heart failure and cardiogenic shock. In contrast, dopamine activates both α- and β-adrenergic receptors, as well as peripheral dopaminergic receptors, which can cause vasodilation and increased blood flow to certain areas, such as the kidneys. Dobutamine's lack of activation of peripheral dopaminergic receptors makes it a more selective and predictable inotrope compared to dopamine.""
}"
9a64eaa1-2bac-44e9-9dce-c0d1c64c258a,"Mrs Shikha, 50-years-old woman is diagnosed with cervical cancer. Which lymph node group would be the first involved in metastatic spread of this disease beyond the cervix and uterus? NOT RELATED -anatomy",Common iliac nodes,Parametrial nodes,External iliac node,Paracervical or ureteral nodes,3,single,.,Pharmacology,All India exam,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Mrs Shikha, 50-years-old woman is diagnosed with cervical cancer. Which lymph node group would be the first involved in metastatic spread of this disease beyond the cervix and uterus? NOT RELATED -anatomy

            Options:
            A) Common iliac nodes
            B) Parametrial nodes
            C) External iliac node
            D) Paracervical or ureteral nodes","{
""Correct answer"": ""D"",
""Reasoning"": ""The correct answer is option D) Paracervical or ureteral nodes. Cervical cancer tends to spread locally and to regional lymph nodes before metastasizing to distant sites. The first lymph node group involved in metastatic spread of cervical cancer beyond the cervix and uterus is typically the paracervical or ureteral nodes, also known as the pelvic lymph nodes. This is because the uterine cervix drains into the paracervical and ureteral nodes, which are located in the pelvis and receive lymphatic drainage from the cervix. These nodes are the first echelon nodes and are most likely to be involved in the early stages of metastatic spread. The other options are not correct because common iliac nodes (option A) and external iliac nodes (option C) are more distant nodes that may be involved in later stages of metastatic spread, and parametrial nodes (option B) are not a primary site for lymphatic drainage from the cervix.""
}"
e2fd6f27-7d7f-4716-aa70-ecba8b9eabad,Which is True about dobutamine?,Dobutamine decreases peripheral resistance,Acts on D1 and D2 receptors,Decrease kidney circulation,Has no effect on coronary circulation,0,multi,Ref: HL Sharma 3rd ed pg no: 177 Dobutamine is a derivative of dopamine and is a selective beta1 agonist. It causes an increase in the force of contraction without a significant increase in hea rate. It also produces some vasodilatation by stimulating the beta 2 receptors. It doesn't decrease kidney circulation.,Pharmacology,Autonomic nervous system,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Which is True about dobutamine?

            Options:
            A) Dobutamine decreases peripheral resistance
            B) Acts on D1 and D2 receptors
            C) Decrease kidney circulation
            D) Has no effect on coronary circulation","{
""Correct answer"": ""A"",
""Reasoning"": ""Dobutamine is a synthetic catecholamine that acts as a β1-adrenergic receptor agonist, with a slight effect on β2 receptors. It is used as a positive inotrope in the treatment of heart failure and cardiogenic shock. One of the key effects of dobutamine is that it decreases peripheral resistance, which is a result of its β2-adrenergic receptor agonist activity. This vasodilation is beneficial in heart failure as it reduces the workload on the heart and increases cardiac output. 

Option B is incorrect because dobutamine does not act on D1 and D2 receptors, which are dopamine receptors. Dobutamine's mechanism of action is through the activation of β-adrenergic receptors.

Option C is incorrect because dobutamine actually increases kidney circulation, which is another beneficial effect in heart failure.

Option D is incorrect because dobutamine increases coronary circulation, which is another important effect of the drug. It increases coronary blood flow and oxygen delivery to the myocardium, which is beneficial in heart failure and cardiogenic shock.""
}"
57b5b287-ca45-4e1b-be8f-a09a847fb97f,Drug used in cancer chemotherapy induced vomiting is?,Aprepitant,Dexamethasone,Ondansetrin,All of the above,3,multi,"Ondansetron is drug of choice for chemotherapy induced vomiting Dexamethasone,lorazepam and aprepitant are also used for chemotharapy induced vomiting.( ref KDT 7/e p876)",Pharmacology,Gastrointestinal tract,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Drug used in cancer chemotherapy induced vomiting is?

            Options:
            A) Aprepitant
            B) Dexamethasone
            C) Ondansetrin
            D) All of the above","{
  ""Correct answer"": ""D"",
  ""Reasoning"": ""All of the above options A, B, and C are correct answers. Aprepitant is a neurokinin-1 (NK1) receptor antagonist that is used to prevent chemotherapy-induced nausea and vomiting (CINV). Dexamethasone, a corticosteroid, is also used in combination with other anti-emetics to prevent CINV. Ondansetron is a 5-HT3 receptor antagonist, which is another class of medications used to prevent CINV. Therefore, it is correct to say that all three options are drugs used in cancer chemotherapy-induced vomiting.""
}"
9a3e2aa9-a4b3-4745-850f-b113a6ec519f,Anticoagulant of choice for prophylaxis of venous thromboembolism in patient with cancer surgery is:-,Heparin sulfate,Protamine sulfate,Low molecular weight heparin,Warfarin,2,single,Venous Thromboembolism- precipitating factor -estrogen in females PREVENTION OF Venous Thromboembolism AMONG HOSPITALIZED PATIENTS Condition Prophylaxis High risk non - ohopedic surgery Unfractionated heparin Low molecular weight heparin (LMWH) Cancer surgery(associated thromboembolism ) LMWH Major ohopedic surgery Warfarin LMWH Aspirin Factor Xa inhibitors (Apixaban) Dabigatran Medically ill patients during hospitalization Unfractionated heparin LMWH Medically ill patients after hospitalization Betrixaban,Pharmacology,Hematology,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Anticoagulant of choice for prophylaxis of venous thromboembolism in patient with cancer surgery is:-

            Options:
            A) Heparin sulfate
            B) Protamine sulfate
            C) Low molecular weight heparin
            D) Warfarin","{
""Correct answer"": ""C"",
""Reasoning"": ""The correct answer is option C, Low Molecular Weight Heparin (LMWH). This is because LMWH is the anticoagulant of choice for the prophylaxis of venous thromboembolism (VTE) in patients undergoing cancer surgery. LMWH has several advantages over other anticoagulants in this setting, including a more predictable dose response, a lower risk of bleeding, and a lower risk of heparin-induced thrombocytopenia (HIT).

Heparin sulfate (option A) is not a suitable choice for VTE prophylaxis in cancer patients. Heparin sulfate is a glycosaminoglycan found in many tissues, but it is not a therapeutic anticoagulant.

Protamine sulfate (option B) is an anticoagulant reversal agent, not an anticoagulant itself. It is used to reverse the effects of heparin, but it has no role in VTE prophylaxis.

Warfarin (option D) is an oral anticoagulant that is often used for the treatment of VTE, but it is not the anticoagulant of choice for VTE prophylaxis in cancer patients. Warfarin has a slower onset of action compared to LMWH, and its dose must be carefully adjusted to achieve a therapeutic international normalized ratio (INR). In contrast, LMWH has a rapid onset of action and can be administered at a fixed dose, making it a more convenient and effective choice for VTE prophylaxis in cancer patients.""
}"
6cbef59c-cfd7-44a3-be03-2dcde2226526,Ethanol is given in methyl alcohol poisoning because:,It inhibit alcohol dehydrogenase,It inhibit aldehyde synthetase,It binds 100 times stronger than methanol,None,0,multi,Ethanol is preferentially metabolised by alcohol dehydrogenase over methanol.At a concenteration 100mg/DL in blood it saturates alcohol dehydrogenase over methanol &retads methanol metabolism. This reduces formation of formaldehyde & formic acid. Ref KD Tripathi 8th ed.,Pharmacology,Central Nervous system,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Ethanol is given in methyl alcohol poisoning because:

            Options:
            A) It inhibit alcohol dehydrogenase
            B) It inhibit aldehyde synthetase
            C) It binds 100 times stronger than methanol
            D) None","{
""Correct answer"": ""A"",
""Reasoning"": ""Ethanol is given in methyl alcohol poisoning because it inhibits alcohol dehydrogenase. Methanol is metabolized by alcohol dehydrogenase to form formaldehyde, which is highly toxic and responsible for the severe symptoms of methanol poisoning. By inhibiting alcohol dehydrogenase, ethanol prevents the formation of formaldehyde, thereby reducing the toxicity of methanol. This treatment approach is based on the principle of competitive inhibition, where ethanol competes with methanol for the active site of alcohol dehydrogenase, reducing the rate of methanol metabolism and subsequent toxicity. This is a classic example of antidotal therapy, where one drug is used to counteract the toxic effects of another.""
}"
9e4156f1-ffbe-462c-ab24-8c77494d025c,The following are adverse effects of SSRIs except,Weight changes,Diarrhoea,Delayed ejaculation,Galactorrhea,3,multi,"Galactorrhea is a side effect of hyperprolactinemia is not usually seen with SSRIs Side effects of SSRIs include weight changes, delayed ejaculation,diarrhoea,bleeding , discontinuation syndrome,insomnia. Ref: KD Tripathi 8th ed.",Pharmacology,Central Nervous system,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            The following are adverse effects of SSRIs except

            Options:
            A) Weight changes
            B) Diarrhoea
            C) Delayed ejaculation
            D) Galactorrhea","{
""Correct answer"": ""D"",
""Reasoning"": ""The correct answer is option D) Galactorrhea. SSRIs (Selective Serotonin Reuptake Inhibitors) are a class of antidepressant medications that work by increasing the levels of serotonin in the brain. Adverse effects of SSRIs include weight changes (option A), which can be either weight gain or weight loss, depending on the individual. Diarrhea (option B) is also a common side effect of SSRIs, likely due to the increased serotonin levels affecting the gut. Delayed ejaculation (option C) is a well-known adverse effect of SSRIs in men, which can lead to sexual dysfunction. Galactorrhea, on the other hand, is not a typical adverse effect of SSRIs. Galactorrhea is actually associated with dopamine antagonists, such as antipsychotics, which can stimulate prolactin release and lead to abnormal lactation.""
}"
